stop_name,avg_arrival_delay,median_arrival_delay,count_trains,count_stops,count_3m_delay,count_5m_delay,count_10m_delay,stop_lat,stop_lon
MOLTENO,2.5814069102659705,2.0,51,4023,1155,573,127,45.780939,9.301683
MONCALIERI SANGONE,3.9318053197509903,3.0,46,3534,1627,873,116,45.000393,7.667991
MONDOVI`,0.7878592185986438,0.0,39,3097,339,190,79,44.398255,7.816339
MONGARDINO,1.4815217391304347,1.0,16,920,70,33,11,44.84161,8.207411
MONGUELFO VALLE DI CASIES,0.6753048780487805,0.0,10,656,22,13,7,46.752775,12.107264
MONTE S.BIAGIO,2.48069590085796,1.0,85,4196,1035,596,215,41.345967,13.347037
MONTEBELLO,10.4,10.0,5,5,5,5,2,45.45251,11.390803
MONTECALVO BUONALBERGO CASALB.,27.333333333333332,28.0,1,3,3,3,3,41.2211,14.9795
MONTECOSARO,2.9272211720226844,2.0,46,2116,600,294,67,43.289297,13.646378
MONTELUPO CAPRAIA,10.364583333333334,8.0,55,96,82,67,28,43.733357,11.018997
MONTESANTO,2.89289055191768,2.0,33,2138,516,237,82,44.732964,11.73652
MONTESILVANO,2.1123790622674274,1.0,66,4031,828,480,120,42.515766,14.152567
MORNAGO CIMBRO,2.1037735849056602,1.0,32,2226,472,309,103,45.729742,8.734193
MOROLO,1.9773584905660377,1.0,50,2650,535,279,83,41.667018,13.194557
MOSCIANO S. ANGELO,5.7815186246418335,7.0,42,2792,1487,1434,697,42.710309,13.908563
MOTTA DI LIVENZA,0.689375,0.0,23,1600,125,66,19,45.779114,12.607118
MOTTA S. DAMIANO,2.3856209150326797,1.0,22,1836,463,261,89,45.178344,9.219866
MUSIANO-PIAN DI MACINA,2.2277970011534025,1.0,70,3468,600,296,70,44.402423,11.344912
NAPOLI AFRAGOLA,5.716325263811298,3.0,61,4833,2263,1790,944,,
NAPOLI PIAZZA GARIBALDI,7.942028985507246,7.0,54,69,48,41,18,40.852326,14.275159
NIBBIA,3.032863849765258,2.0,4,213,77,27,2,45.481363,8.557993
NICHELINO,4.635334088335221,4.0,46,3532,1985,1071,134,44.99132,7.642068
NIZZA DI SICILIA,3.6217672413793105,2.0,30,1856,592,352,107,37.996937,15.412334
NOVATE MILANESE,3.0616621983914207,3.0,31,2238,738,292,32,,
NUOVO SALARIO,1.57303712720633,2.0,167,9858,1162,467,132,41.956195,12.510317
OGGIONO,2.5322137404580154,2.0,41,3275,835,427,110,45.788993,9.33748
OLEGGIO,2.691619202603743,2.0,28,1229,300,92,24,45.598029,8.632586
OLEVANO,3.220159151193634,2.0,34,1885,572,278,68,45.212119,8.71182
OLGIATA,3.4023102720158986,3.0,136,8051,2691,836,117,42.01538,12.363864
OLIVERI TINDARI,1.8868445262189513,2.0,16,1087,288,120,19,38.128346,15.056573
OLMENETA,2.378470970068518,1.0,75,5546,1344,823,319,45.231099,10.03194
OLMI SPERCENIGO,2.753605015673981,2.0,23,1595,305,130,41,45.679467,12.338101
OMEGNA,1.6399655469422911,1.0,18,1161,217,118,27,45.87179,8.413291
ORIA,2.20280296784831,1.0,16,1213,249,119,48,40.508167,17.646534
ORSARA DI PUGLIA,73.0,58.0,1,2,2,2,2,41.241899,15.27766
ORTA MIASINO,1.9310938845822567,1.0,18,1161,257,149,34,45.795865,8.421217
ORTANOVA,3.2186723464678737,2.0,65,2817,839,464,151,41.350441,15.732059
OSIMO CASTELFIDARDO,19.5,6.0,1,2,2,2,1,43.497033,13.547263
OSPITALETTO TRAVAGLIATO,1.966281492706952,1.0,64,5279,941,496,164,45.546042,10.074363
OVADA,2.6206896551724137,1.0,24,1798,448,246,88,44.630377,8.632301
PAESTUM,5.705882352941177,4.0,7,17,9,8,3,40.421691,15.014915
PAGANI,3.6355027201289545,3.0,68,4963,1876,751,198,40.74654,14.616996
PALAGIANO CHIATONA,1.2458233890214798,0.0,5,419,72,48,24,40.516998,17.059217
PALAZZOLO,1.232849604221636,1.0,28,1516,135,54,11,,
PALAZZOLO SULL`OGLIO,3.262401352874859,2.0,47,3548,1268,680,133,45.601486,9.896235
PALESTRO,3.7155172413793105,2.0,20,928,300,126,48,45.307274,8.534511
PALIDANO,3.9988198269079467,2.0,32,2542,798,399,153,44.972228,10.777412
PALMANOVA,1.7538461538461538,1.0,28,1820,311,130,35,45.906862,13.296461
PALMI,1.746964856230032,1.0,54,3130,458,269,101,38.364914,15.84438
PASSIGNANO SUL TRASIMENO,3.6908235294117646,3.0,31,2125,849,501,116,43.188324,12.133128
PAVIA,3.499895608601851,2.0,206,14369,5381,3270,1028,45.188843,9.144674
PAVONA,3.2471169686985175,2.0,83,3642,1155,587,146,41.723897,12.61116
PEGOGNAGA,2.248407643312102,0.0,14,785,113,79,49,,
PELLEZZANO,2.509491733006736,2.0,32,1633,515,272,62,40.719928,14.777354
PERCA,0.49923664122137407,0.0,10,655,25,11,6,,
PERI,5.519731318219983,4.0,35,2382,1340,938,332,45.658402,10.900314
PESCARA,2.4074583906895257,1.0,123,7991,2062,1303,716,42.467789,14.205066
PIAZZA AL SERCHIO,0.9940174873446848,1.0,35,2173,343,152,30,44.182515,10.296615
PIETRARSA,12.08695652173913,10.0,19,23,17,14,10,40.822433,14.32058
PIEVE SALICETO,4.0,4.0,1,1,1,0,0,,
PIOLTELLO LIMITO,2.772346443246705,2.0,270,18739,5566,3272,1033,45.486019,9.329319
PIOMBINO DESE,1.3667992047713717,1.0,70,5030,681,274,80,45.60944,12.00058
PIONA,3.521262002743484,2.0,28,2187,747,469,170,46.124696,9.350759
PIOPPE DI SALVARO,2.1719690455717973,2.0,48,3489,617,222,45,44.310761,11.161785
PISTOIA,1.4683763146520674,1.0,112,6941,1263,704,255,43.926804,10.914624
POGGIO RUSCO,1.7103225806451612,1.0,74,4650,1302,764,279,44.981859,11.124627
POLESELLA,2.934566145092461,2.0,10,703,182,86,29,44.961039,11.738498
POLIGNANO A MARE,2.8367133598160152,2.0,99,4783,1140,636,252,40.990926,17.218676
POMPEI,2.142994611239415,1.0,71,5196,1182,545,188,40.745918,14.501109
PONTE CASALDUNI,3.1798616448885473,1.0,24,1301,439,330,127,41.214169,14.696458
PONTE DI PIAVE,0.94625,0.0,23,1600,142,73,21,45.719624,12.460683
PONTE D`ADIGE,1.7093784078516903,1.0,50,3668,897,341,36,46.485444,11.297719
PONTE GALERIA,2.1443961052413507,2.0,158,9654,1565,494,126,41.818349,12.344733
PONTE IN VALTELLINA,1.9285714285714286,1.0,13,462,67,39,12,46.162631,9.975895
PONTEBBA,0.9488,1.0,19,625,63,26,10,46.508463,13.311357
PONTICINO,3.442191283292978,3.0,56,3304,1199,563,156,43.481446,11.71657
PONTIDA,4.152070355441554,3.0,32,2729,1118,579,118,45.730084,9.511632
POPOLANO,5.086666666666667,4.0,2,150,95,49,5,44.102323,11.649045
PORDENONE,0.8200072358900145,-1.0,91,5528,737,432,164,45.956281,12.654126
PORTICI- ERCOLANO,1.3825539568345324,1.0,84,5560,781,406,157,40.809907,14.335809
PORTO CERESIO,3.039438502673797,2.0,33,1496,432,254,108,45.903675,8.900357
PORTO RECANATI,9.5,6.0,6,6,5,4,2,43.433726,13.661464
PORTO S. ELPIDIO,3.2079479273723877,2.0,55,2919,922,585,168,43.256855,13.760749
PORTOMAGGIORE,1.9686021505376343,1.0,36,2325,421,173,68,44.696699,11.799785
POSSIDENTE,3.391852162956741,2.0,35,2381,686,347,79,40.781144,15.777104
POTENZA MACCHIA ROMANA,3.425392670157068,3.0,34,2292,642,188,56,,
POTENZA PICENA MONTELUPONE,7.444444444444445,9.0,8,9,8,6,1,43.36991,13.59265
POZZUOLI SOLFATARA,0.7083378044854598,1.0,115,9319,893,357,97,40.827586,14.126163
POZZUOLO MARTESANA,6.5,3.0,6,6,2,2,2,45.510567,9.459096
PRATA CAMPORTACCIO,1.6671887235708693,1.0,33,2554,374,163,48,,
PRATO PORTA AL SERRAGLIO,8.0,11.0,5,5,4,3,3,43.884637,11.097385
PRATOLA PELIGNA,0.5357590966122961,0.0,41,2391,183,81,27,42.102423,13.876349
PUNTA RAISI,0.9279675346635103,1.0,56,2957,198,38,11,38.188892,13.110059
QUARTESANA,0.18556701030927836,0.0,18,970,72,41,16,,
QUARTO D`ALTINO,2.3579414666228216,1.0,80,6082,1283,594,172,45.574576,12.365032
QUILIANO VADO,8.0,8.0,1,1,1,1,0,44.279933,8.435562
QUISTELLO,2.965473145780051,1.0,14,782,205,120,49,,
RASTIGNANO,1.926984126984127,1.0,72,3465,494,241,71,44.443592,11.357617
REGGIO CALABRIA CENTRALE,0.03925692253767964,-2.0,87,5706,623,424,255,38.103884,15.635844
REGGIO CALABRIA LIDO,2.2222222222222223,2.0,9,9,2,0,0,38.117668,15.649171
REGGIO EMILIA,4.323751628310899,2.0,185,11515,4482,3053,1241,44.697793,10.643093
REGGIO MEDIOPADANA,1.9243840271877655,1.0,26,1177,186,97,28,,
RHO FIERA MILANO,3.267579340385812,2.0,409,25712,9248,4830,1253,,
RICCIONE,2.7329168293635298,1.0,81,5122,1308,903,431,43.999218,12.658549
RIDOTTI-COLLEPIANO,1.5,0.0,5,6,1,1,0,,
RIGNANO SULL`ARNO REGGELLO,2.0863905325443786,1.0,84,5070,1237,649,173,43.720834,11.452383
RIMINI VISERBA,2.096931137724551,1.0,49,2672,360,259,160,44.088407,12.533785
RIVA TRIGOSO,3.195477536447486,2.0,53,3361,1030,686,207,44.26391,9.429277
ROCCELLA JONICA,3.1893791487700116,2.0,41,2561,912,597,211,38.322043,16.406917
ROMA MONTE MARIO,1.4991338241663057,1.0,154,9236,1021,377,97,41.939088,12.421732
ROMA OSTIENSE,0.4994543186778921,-1.0,405,25656,2927,1286,479,41.87265,12.483917
ROMA PRENESTINA,0.24081401921989826,0.0,85,5307,330,193,72,41.897571,12.545803
ROMA S.PIETRO,0.8083102493074792,0.0,294,18050,2022,835,277,41.896143,12.454497
ROMA TERMINI,2.0093766044261896,0.0,571,37007,7435,4762,2382,41.900636,12.502026
ROMA TIBURTINA,1.0650672769601073,-1.0,398,25343,4541,2997,1413,41.910903,12.530749
ROMA TIBURTINA PIAZZALE EST,-0.6885662431941924,-1.0,44,2755,111,59,31,41.910903,12.530749
ROMAGNANO V.,4.0979020979020975,3.0,2,143,57,37,15,40.610041,15.447651
RONCHI DEI LEGIONARI NORD,1.492371705963939,1.0,47,2163,371,179,56,45.830285,13.505962
ROSARNO,2.91385694796336,1.0,86,5131,1022,717,346,38.488593,15.970149
ROSTA,5.066666666666666,3.0,13,15,7,5,2,45.078397,7.463963
ROVASENDA,2.18576017130621,1.0,44,1868,315,156,33,45.537291,8.317376
ROVATO,2.151050788091068,1.0,121,9136,2028,1173,455,45.55193,10.000924
ROVERBELLA,2.2395833333333335,1.0,30,2112,473,226,87,45.252645,10.796795
ROVERETO,4.042994910259845,3.0,118,7466,3060,1913,665,45.890985,11.033518
ROVIGO,0.547372249499909,-1.0,79,5499,976,639,290,45.076993,11.780892
RUFINA,2.7257942511346447,2.0,45,2644,906,464,85,43.822236,11.485072
S. ANTONINO VAIE,1.0733665559246954,0.0,63,3612,431,228,69,45.109469,7.275931
S. GERMANO VERCELLESE,2.5479586817511066,1.0,34,2033,407,203,62,45.353603,8.249958
S. GIULIANO MILANESE,0.7469670710571924,-1.0,100,3462,504,260,67,45.391226,9.286418
S. MARGHERITA LIGURE PORTOFINO,2.846239554317549,1.0,129,7180,2106,1327,460,44.33676,9.216673
S.AGATA SUL SANTERNO,4.946666666666666,3.0,4,300,143,87,37,44.436774,11.858855
S.ALESSIO SICULO FORZA D`AGRO`,3.6879643387815753,2.0,33,2019,658,422,135,37.923992,15.347322
S.BIAGIO,3.705237515225335,2.0,11,821,304,131,27,44.594511,11.87054
S.DONNINO BADIA,6.363636363636363,6.0,9,22,20,12,2,43.785424,11.142169
S.GIORGIO DELLE PERTICHE,6.0,4.0,3,3,2,1,1,45.542538,11.917455
S.GIOVANNI AL NATISONE,1.1979071883530483,0.0,47,2198,305,158,44,45.976122,13.397437
S.GIULIANO PIEMONTE,1.794280442804428,1.0,24,1084,171,75,22,44.890543,8.760933
S.GIUSTINA CESIO,0.572947681837516,0.0,74,2351,125,53,22,46.077655,12.04294
S.MARIA LA BRUNA,1.8333333333333333,1.0,78,5076,862,423,160,40.755435,14.407647
S.MARINO,2.336,2.0,15,1125,190,64,13,45.897699,11.692241
S.ROMANO MONTOPOLI S.CROCE,2.6175516822051073,2.0,84,4934,1249,667,175,43.690575,10.760152
SAGRADO,2.2823110624315444,1.0,66,3652,644,331,107,45.872629,13.484004
SALE LANGHE,0.36872427983539097,0.0,17,1215,62,35,16,44.392425,8.077468
SALSOMAGGIORE T.,0.21990369181380418,0.0,24,1869,37,6,4,44.81866,9.988129
SALUSSOLA,0.5736981465136805,0.0,44,2266,73,48,19,45.44438,8.115195
SAMOLACO,1.52578125,1.0,33,2560,398,170,48,46.246436,9.423582
SAN BENEDETTO SAMBRO-CAST.PEPOLI,1.591549295774648,1.0,50,2911,463,230,72,44.22866,11.19226
SAN BONIFACIO,3.3409693297993184,2.0,97,5282,1680,927,352,45.40276,11.27406
SAN GIOVANNI IN PERSICETO,2.8984282907662084,2.0,87,5090,1795,1011,352,44.643151,11.189444
SAN GIUSEPPE DI CAIRO,0.052027748132337244,-1.0,52,3748,285,192,99,44.370096,8.28864
SAN SEVERO,3.2134831460674156,1.0,30,1780,580,423,200,41.684512,15.392567
SANGIANO,5.634057971014493,4.0,32,2208,1287,679,179,45.874464,8.630769
SANGUINETTO,1.7142857142857142,1.0,23,1351,230,112,39,45.188811,11.152467
SANTA SEVERA,1.6583533653846154,1.0,49,3328,507,213,43,42.020645,11.969077
SANTARCANGELO DI ROMAGNA,1.8533387955755838,1.0,39,2441,500,284,102,44.070316,12.45454
SARNO,4.4094827586206895,3.0,33,2088,884,565,169,40.813063,14.612442
SARONNO,0.034383831463560846,0.0,361,23354,442,169,38,45.625309,9.030839
SARONNO SUD,0.3198674310283053,0.0,150,11164,519,209,61,,
SCAFA S.VALENTINO CARAMANICO T,0.31183641368462445,0.0,43,2543,163,87,40,42.26717,13.99909
SCALEA S.DOMENICA TALAO,6.20058910162003,3.0,62,3395,1464,1054,532,39.8083,15.80139
SCALETTA ZANCLEA,3.48493543758967,2.0,52,2091,570,353,124,38.04635,15.465376
SCANZANO J. MONTALBANO J.,0.0,-2.0,1,6,1,1,0,40.25362,16.705192
SCORDIA,2.6285714285714286,1.0,8,280,78,41,17,37.294595,14.851219
SEREGNO,2.648940732481345,1.0,209,11659,2922,1659,533,45.64601,9.20285
SERRA S.QUIRICO,2.048135913166588,1.0,33,2119,522,234,59,43.444879,13.027408
SESSA AURUNCA R.,3.5940971120279275,2.0,67,3151,1018,739,320,41.1955,13.8761
SESTO CALENDE,3.447279730380356,2.0,97,4154,1432,882,268,45.726241,8.628135
SESTO FIORENTINO,1.3381818181818181,1.0,23,1100,176,105,36,43.833297,11.191941
SESTO S. GIOVANNI,2.978451638065523,2.0,327,20512,6418,3609,1081,45.541087,9.23926
SETTE BAGNI,1.6419155509783727,1.0,165,9710,817,354,97,42.006438,12.520156
SEVESO,0.04622445634356901,0.0,155,9151,45,18,0,45.648187,9.140488
SEZZE ROMANO,2.4335081029551953,1.0,85,4196,1042,657,245,41.495542,13.038452
SILLA,2.6823799942512214,2.0,48,3479,952,389,49,44.177652,10.980635
SILVI,2.368332934704616,1.0,68,4181,980,605,166,42.55911,14.110365
SOLARUSSA,1.019830028328612,0.0,9,353,31,21,12,39.952525,8.679813
SOLERO,1.8442776735459663,1.0,21,1066,195,79,20,44.915886,8.51043
SOMMARIVA BOSCO,1.7437112650382793,0.0,38,2743,483,231,52,44.770754,7.777086
SORA,1.8596750369276218,1.0,14,677,165,78,34,41.716618,13.618601
SORESINA,4.575191730576859,2.0,44,2999,1216,809,329,45.283083,9.85664
SORGENTI DEL PESCHIERA,7.2300319488817895,7.0,6,313,275,208,38,42.36428,12.996973
SOVERATO,3.4859632139399808,2.0,33,2066,749,405,151,38.684339,16.549416
SPAGNUOLA,8.75,0.0,4,4,2,2,2,37.83631,12.477051
SPARANISE,2.552982456140351,1.0,48,2850,687,387,136,41.185707,14.092954
SPOTORNO NOLI,3.275751601774273,2.0,68,4058,1264,776,228,44.226528,8.410932
STANGHELLA,3.3816293056314928,3.0,29,1829,673,333,60,45.13209,11.749094
STELLATA FICAROLO,1.0,0.0,1,2,0,0,0,,
STIMIGLIANO,1.2980700500357398,1.0,58,2798,240,101,38,42.289811,12.568632
STRONGOLI,4.242335766423357,4.0,20,1370,704,434,97,39.228139,17.108256
SULMONA,-0.3727735368956743,-1.0,51,2358,166,86,34,42.060836,13.907156
SUNO,3.673202614379085,2.0,7,459,156,80,30,45.620435,8.519344
SUSA,-0.0503448275862069,-1.0,18,1450,112,57,16,45.138622,7.052311
SUSEGANA,14.875,16.0,7,8,7,6,6,45.821054,12.258364
TAGGIA ARMA,3.2057547385247775,2.0,74,4379,1334,782,263,43.840764,7.835604
TAGLIACOZZO,1.50287631831256,0.0,34,2086,339,206,78,42.070701,13.255664
TALAMONE,6.5625,4.0,9,16,9,6,4,42.56461,11.164524
TARCENTO,0.9985724482512491,0.0,23,1401,117,58,19,46.209134,13.196211
TARGIA,3.526315789473684,2.0,2,57,11,8,4,37.10963,15.245908
TARQUINIA,1.5444822557122022,0.0,31,2057,328,192,79,42.239463,11.727009
TERME VIGLIATORE,9.6,9.0,5,5,5,5,1,38.133588,15.164396
TERMOLI,4.203146563621308,1.0,54,3623,1321,991,570,42.000623,14.992805
TERNO,5.749189507810198,5.0,40,3393,2246,1425,309,45.688658,9.536169
TERRENOVE,0.6666666666666666,0.0,2,3,0,0,0,37.748755,12.480604
TIRANO,2.161977834612106,-1.0,25,1173,230,161,108,46.21539,10.166961
TOR VERGATA,3.1918230187622516,2.0,63,3571,998,411,103,41.823224,12.666162
TORA PRESENZANO,4.1307506053268765,3.0,28,1652,709,317,99,41.358861,14.04514
TORRE DEI PASSERI,0.48076144187930336,0.0,42,2469,169,80,38,42.244022,13.937525
TORRILE S. POLO,2.184757505773672,1.0,33,2598,495,270,133,44.885677,10.362814
TORRITA DI SIENA,3.8239795918367347,3.0,38,1960,848,347,62,43.174187,11.78758
TRANI,3.7380517106294073,2.0,151,7658,2467,1472,559,41.272693,16.417646
TREBASELEGHE,9.0,9.0,1,1,1,1,0,45.581509,12.040046
TREVI,2.7067478437341452,1.0,32,1971,444,279,128,42.8762,12.733709
TREVIGNANO SIGNORESSA,3.5099800399201597,3.0,55,2004,821,239,29,45.74789,12.103123
TREVISO C.,0.9344722489573307,0.0,223,12468,1584,817,299,45.659608,12.24614
TRIVIGNO,1.338368580060423,0.0,4,331,60,32,11,40.588598,15.997824
TROMELLO,4.451020408163266,3.0,25,1960,791,342,97,45.211988,8.872154
TROPEA,2.642453591606134,1.0,26,1239,420,217,60,38.672302,15.894568
VAGLIA,1.6432015429122468,1.0,47,3111,598,323,95,43.924442,11.284576
VAIANO,1.266945925361767,1.0,45,2626,309,185,64,43.961772,11.130773
VALLE AURELIA,4.150980923967092,4.0,184,11061,6080,1643,210,41.899356,12.447667
VALLE LOMELLINA,2.8080593849416755,2.0,34,1886,530,286,72,45.150588,8.685874
VALLELUNGA,-0.09077380952380952,-1.0,11,672,61,33,12,37.691542,13.846428
VALMADRERA,2.0693129770992367,1.0,41,3275,710,381,121,45.846439,9.368183
VARESE,2.2994234926735526,1.0,162,8326,1766,988,350,45.816201,8.833089
VASTO S.SALVO,3.4658667769962763,2.0,35,2417,667,436,191,42.079832,14.739483
VELLETRI,1.1030927835051547,-1.0,41,1843,225,118,74,41.682421,12.780864
VENEZIA MESTRE,0.9382217516558737,0.0,646,40613,5155,2517,1068,45.482123,12.232069
VENZONE,3.0,3.0,1,1,0,0,0,46.331883,13.13549
VERBANIA-PALLANZA,2.2304857621440535,1.0,78,2985,683,419,193,45.943821,8.47224
VERCURAGO S.GIROLAMO,3.1033898305084744,2.0,14,1180,379,211,46,45.812122,9.422349
VERGIATE,3.5527131782945736,2.0,53,2580,967,616,168,45.717119,8.693187
VERONA PORTA NUOVA,2.2058351568198393,1.0,223,13710,4171,2664,1048,45.428603,10.982377
VERRES,2.159133709981168,1.0,82,3186,789,431,137,45.659822,7.690012
VESPRI,1.7432715833624606,2.0,109,5722,376,111,33,38.101996,13.362701
VIADANA BRESCIANA,4.8352703385548255,3.0,24,1979,853,567,239,45.373648,10.331792
VIBO VALENZIA PIZZO,3.1295367365004427,0.0,52,3389,681,481,261,38.714593,16.139887
VICOFORTE SAN MICHELE,0.9984496124031008,1.0,18,1290,48,27,15,44.37404,7.894687
VIDALENGO,15.0,9.0,13,21,19,18,7,45.517854,9.639676
VIGNA CLARA,0.7090643274853801,0.0,9,684,42,16,6,41.96827,12.409026
VIGNALE,2.244186046511628,1.0,14,1032,216,79,20,45.478989,8.613132
VILLA LITERNO,2.009020618556701,1.0,113,6208,1252,588,227,41.004956,14.06753
VILLA OPICINA,1.1657142857142857,1.0,2,175,41,20,6,45.6944,13.791142
VILLA SAN GIOVANNI,1.8222593887790786,-1.0,114,6577,905,659,403,38.216638,15.634336
VILLALBA,0.6523125996810207,0.0,12,627,76,45,15,37.668526,13.885155
VILLAMAGGIORE,4.040632054176072,3.0,73,5759,2782,1378,232,45.32045,9.190674
VILLAMASSARGIA DOMUSNOVAS,-1.1848541862652868,-2.0,74,4252,117,86,53,39.294811,8.641986
VILLANOVA DI REGGIOLO,3.027995059695348,2.0,32,2429,634,336,142,44.915925,10.842455
VILLANOVA D`ARDA,2.0535087719298244,1.0,18,1140,217,131,51,45.028291,9.993291
VILLASPECIOSA UTA,3.5686944634313056,2.0,53,2926,1091,979,113,39.304168,8.940501
VILLAZZANO,2.043035993740219,1.0,17,1278,205,79,17,46.045911,11.13906
VILLETTA,0.1872323861424679,0.0,39,2569,65,22,6,41.738237,12.649463
VITTORIA,2.6217183770883055,1.0,13,838,229,155,62,36.958721,14.52499
VIZZINI,2.039855072463768,0.0,8,276,34,27,16,37.182566,14.729457
ZAGAROLO,0.6857859831511024,0.0,101,5579,553,287,95,41.821927,12.82692
ZAMBRONE,3.4634146341463414,3.0,18,1066,391,185,34,38.712738,15.976204
ACATE,-0.33079847908745247,-1.0,4,263,17,8,1,36.996592,14.42545
ACCIANO,7.458333333333333,7.0,5,264,264,221,24,42.175994,13.711345
ACIREALE,2.3373879641485273,1.0,92,4686,879,609,322,37.600514,15.163697
ACQUAFREDDA,11.583333333333334,9.0,10,12,10,9,5,40.035527,15.671846
ACQUAMELA,11.5,8.0,2,2,2,2,1,,
ACQUANEGRA CREMONESE,5.35799522673031,3.0,8,419,181,107,46,45.172102,9.888456
AGLIANO CASTELNUOVO CALCEA,0.9886363636363636,0.0,16,968,68,36,14,44.786108,8.267723
AGRIGENTO CENTRALE,1.1664156626506024,0.0,21,1328,226,94,45,37.309051,13.584412
AIRUNO,3.0874976428436733,1.0,69,5303,1339,778,275,45.754086,9.422066
ALA,4.329028021015762,3.0,71,4568,2120,1361,449,45.760087,10.996775
ALANNO,5.5168,5.0,31,1875,1675,615,56,42.287185,14.019595
ALANO FENER VALDOBBIADENE,1.2977991746905089,1.0,31,1454,234,79,25,45.90229,11.944546
ALBA ADRIATICA NERETO CONTR.,3.6904632152588555,2.0,34,1835,644,412,117,42.83438,13.91733
ALBACINA,2.9194021101992966,2.0,63,3412,1038,525,117,43.345686,12.986501
ALBAIRATE VERMEZZO,1.008749189889825,0.0,95,6172,1067,631,279,,
ALBAREDO,17.736842105263158,15.0,15,19,18,18,14,45.670265,12.015104
ALBINIA,1.8049242424242424,1.0,34,2112,381,217,90,42.502165,11.21134
ALBONESE,3.190364277320799,2.0,31,1702,486,227,50,45.297785,8.714601
ALBUZZANO,3.8877995642701526,2.0,22,1836,607,339,107,45.172504,9.261624
ALCAMO DIRAMAZIONE,3.632034632034632,2.0,17,924,308,168,66,37.978894,12.915916
ALCANTARA,1.7325800376647835,1.0,48,2655,575,304,104,37.82145,15.251158
ALFONSINE,2.161847216227881,1.0,36,2317,395,190,70,44.512364,12.039155
ALTAVILLA TAVERNELLE,3.893964794635373,2.0,44,2386,948,630,206,45.511805,11.454702
ALVIANO,6.87434554973822,5.0,23,191,161,87,22,42.591917,12.259583
AMOROSI MELIZZANO,5.295955882352941,4.0,23,1088,573,412,162,41.173509,14.470759
ANCONA,2.1034657993698547,0.0,157,9839,2418,1712,951,43.607734,13.497665
ANGUILLARA,2.6353665576294016,2.0,87,5197,1370,413,85,42.068133,12.304978
ANNONE VENETO,2.505948653725736,2.0,23,1597,332,136,27,45.774904,12.680334
ANTRODOCO CENTRO,7.93304535637149,8.0,31,1852,1171,1015,645,42.409844,13.07096
ANZOLA,3.6445922498554078,2.0,49,3458,1135,766,305,,
AOSTA,2.992094861660079,2.0,40,1771,581,262,81,45.73407,7.322424
APRILIA,2.511265164644714,2.0,60,3462,887,367,102,41.592386,12.639126
ARAGONA CALDARE,1.3014678208505834,1.0,41,2657,397,188,66,37.381097,13.636837
ARBIA,2.040614709110867,1.0,25,911,186,77,18,43.294393,11.406225
ARCOLA,6.6,8.0,3,5,3,3,1,44.118651,9.914649
ARCORE,2.491248406166686,1.0,110,8627,2222,1269,429,45.623493,9.322798
ARDARA,2.0,1.0,2,2,0,0,0,40.632139,8.818996
ARDENNO MASINO,4.124066628374497,3.0,21,1741,710,385,117,46.16198,9.651374
ARECHI,0.08747300215982722,0.0,37,1852,8,5,2,,
ARENA PO,4.139130434782609,2.0,15,1035,364,226,81,45.082065,9.360394
ARENZANO,1.1027372262773723,0.0,110,5480,811,476,167,44.403089,8.678322
ARPINO,3.0049423393739705,2.0,13,607,170,82,30,41.648296,13.59959
ARSOLI,2.723981900452489,1.0,20,1326,293,139,51,42.045852,13.013064
ASCIANO,2.4819694868238558,2.0,31,1442,445,199,32,43.235245,11.579237
ASOLA,7.436921578178276,6.0,25,2053,1523,1088,355,45.220454,10.402313
ASSEMINI,0.25878241677395625,0.0,105,5437,290,153,57,39.287603,8.997936
ASSEMINI S. LUCIA,0.08478568064060292,0.0,39,2123,77,30,5,,
ATTIGLIANO,3.2613016992625843,2.0,43,3119,935,537,237,42.518054,12.294761
AULLA LUNIGIANA,1.349793293523197,1.0,69,4354,792,428,163,44.210555,9.970015
AVIANO,-0.09692028985507246,-1.0,24,1104,11,8,6,46.064362,12.590686
AVIGLIANO LUCANIA,1.5229936880072137,1.0,33,2218,326,159,50,40.714667,15.785619
AVIO,15.95,14.0,12,20,20,20,17,45.733892,10.955842
BAGHERIA,0.5956060606060606,0.0,105,6600,484,224,97,38.089905,13.507215
BAGNOLI AGNANO TERME,-0.1641471762692527,-1.0,184,7012,325,164,53,40.819444,14.166694
BAIANO DI SPOLETO,1.7070063694267517,-1.0,19,1099,219,144,68,42.726238,12.663615
BALDICHIERI,2.541322314049587,2.0,33,2662,587,272,40,44.899204,8.091198
BANDITO,1.7049608355091384,0.0,37,2681,370,168,52,44.722075,7.819452
BARAGIANO,4.360199004975124,3.0,18,1005,420,285,86,40.695213,15.569206
BARBIANELLO,8.8,8.0,9,10,9,8,3,45.07263,9.204165
BARBIANO,4.164086687306502,3.0,6,323,135,88,19,44.387263,11.878086
BARCO,0.04336043360433604,0.0,20,1107,111,38,8,,
BARDONECCHIA,1.173832923832924,0.0,39,1628,282,164,78,45.076447,6.709959
BARGA GALLICANO,3.8707838479809977,3.0,34,2105,949,459,52,44.068114,10.451938
BARI PALESE MACCHIE,11.592592592592593,7.0,23,27,20,16,12,41.151583,16.766902
BARI PARCO SUD,0.0,0.0,1,1,0,0,0,41.111822,16.914736
BARI VILLAGGIO DEL LAVORATORE,3.565570076611086,1.0,34,2219,998,774,67,,
