stop_name,avg_arrival_delay,median_arrival_delay,count_trains,count_stops,count_3m_delay,count_5m_delay,count_10m_delay
GOLFO ARANCI,-1.6556962025316455,-2.0,6,395,3,3,1
GORIANO SICOLI,3.0314685314685317,1.0,10,286,82,53,23
GRAGNOLA,1.987811955890888,1.0,28,1723,346,150,27
GRAMMICHELE,0.9418181818181818,-1.0,8,275,33,27,15
GRANAIOLO,3.595680345572354,3.0,34,2315,1153,558,76
GRANAROLO,2.7150313152400836,2.0,14,958,212,117,45
GRANDATE - BRECCIA,0.0008508827908955541,0.0,64,4701,0,0,0
GRASSANO,4.3443627450980395,2.0,10,816,283,177,84
GROTTAMMARE,0.0,0.0,1,1,0,0,0
GROTTE S.STEFANO,2.057518488085456,1.0,18,1217,224,111,37
GUALDO TADINO,2.9965108164689465,1.0,22,1433,395,245,97
GUARDAVALLE,4.345844504021447,4.0,6,373,203,142,24
GUARDIA MANGANO SANTA VENERINA,7.923076923076923,8.0,9,13,12,11,2
GUARDIA PIEMONTESE TERME,10.1,7.0,9,10,8,7,5
GUASTALLA,-0.4960380348652932,-1.0,38,1893,177,81,36
GUIDONIA-MONTECELIO-S.ANGELO,2.37519658503707,2.0,68,4451,1084,398,98
IL NETO,12.75,5.0,4,4,3,2,1
IMOLA,3.8894742870232504,2.0,135,8731,3164,2030,766
IPOGEO DEGLI OTTAVI,2.4595707782354217,2.0,154,9226,2119,726,122
ISEO,0.005012531328320802,0.0,37,1596,0,0,0
ISERNIA,2.1703056768558953,-1.0,8,458,87,63,42
ISOLA CAPO RIZZUTO,14.666666666666666,12.0,2,6,5,4,4
ISOLETTA-S.GIOVANNI I.,2.0654652445752113,1.0,58,2719,294,161,63
ISPICA,2.252816020025031,1.0,14,799,184,123,63
IVREA,1.955969517358171,1.0,86,3543,855,409,112
JESI,1.2948854555141183,0.0,57,3754,560,319,149
LA RUSTICA CITTA',0.8718055266985248,0.0,75,4813,423,233,72
LA SPEZIA CENTRALE,2.1721096293184923,1.0,193,9523,2694,1631,635
LA SPEZIA MIGLIARINA,2.2511075668970406,1.0,97,5643,1376,705,205
LABRO MOGGIO,9.071729957805907,8.0,4,237,224,187,72
LADISPOLI-CERVETERI,1.436140018921476,1.0,94,6342,1039,510,131
LAMBRUGO - LURAGO,0.003421461897356143,0.0,48,3215,0,0,0
LAMEZIA TERME CENTRALE,1.9002335669002335,-1.0,106,5994,1128,788,466
LAMEZIA TERME NICASTRO,1.7414259927797835,1.0,38,2216,399,164,26
LANCENIGO,15.428571428571429,12.0,11,14,12,10,9
LASCARI,2.0,2.0,2,2,0,0,0
LASTRA A SIGNA,7.336065573770492,5.0,34,122,76,57,25
LATIANO,2.988599348534202,2.0,17,1228,284,157,61
LAVENO,0.0036023054755043226,0.0,21,1388,0,0,0
LAVEZZOLA,1.9826122118883946,1.0,38,2473,533,245,73
LE PIAGGE,9.944444444444445,7.0,11,18,15,12,7
LECCO MAGGIANICO,2.0230520099066487,1.0,69,5249,1188,640,208
LEGNANO,4.274372640461914,3.0,133,9006,4073,2252,586
LESA,5.5495836487509465,3.0,32,1321,641,438,210
LESEGNO,-0.5108359133126935,-1.0,18,1292,42,25,15
LEVANTO,1.84407039020658,1.0,121,6535,1472,896,313
LEVATA,3.159643435980551,2.0,31,2468,787,431,156
LEVATE,14.5,13.0,3,4,4,4,3
LIERNA,1.9716506630086876,1.0,28,2187,455,286,118
LISON,2.40325117986366,1.0,34,1907,322,177,44
LISSONE-MUGGIO`,3.1586024594874154,2.0,169,8701,2576,1381,458
LIVORNO FERRARIS,1.3958799820868786,0.0,38,2233,420,226,63
LOANO,3.512912482065997,2.0,75,4182,1521,935,272
LOCATE TRIULZI,3.674692534210982,3.0,73,5773,2331,1213,218
LONGARONE ZOLDO,2.0716510903426792,2.0,24,963,191,45,8
LORETO,2.389264494980537,1.0,91,4881,1262,701,198
LUCCA,2.251548612981417,2.0,166,7426,2060,949,225
LUNGAVILLA,2.3082039911308203,1.0,30,2255,490,288,98
LUNGHEZZA,0.9704399234915667,-1.0,88,5751,1010,469,118
L`Aquila Campo di Pile,1.4613583138173303,0.0,16,854,256,81,17
MACCARESE,1.4932998324958124,1.0,90,5970,814,368,102
MACERATA,1.1130434782608696,0.0,40,1955,322,151,60
MACERATA FONTESCODELLA,17.5,0.0,2,2,1,1,1
MADDALONI INFERIORE,15.397727272727273,12.0,54,88,87,83,58
MADDALONI SUPERIORE,17.75,8.0,2,4,4,4,2
MADIGNANO,5.9982412944073165,4.0,42,2843,1553,975,373
MAERNE DI MARTELLAGO,2.284409136047666,2.0,70,5035,1073,358,92
MAGIONE,2.4806603773584905,2.0,31,2120,673,375,99
MAGLIANA,2.384358358567401,2.0,157,9577,2193,754,134
MAGNACAVALLO,2.0178173719376393,0.0,16,898,163,78,50
MAGRE`- CORTACCIA,10.178082191780822,9.0,32,73,70,64,28
MALEO,6.174603174603175,4.0,10,441,269,167,44
MANDATORICCIO CAMPANA,4.924707602339181,4.0,20,1368,698,466,143
MANDELA-SAMBUCI,1.874784110535406,1.0,37,2316,440,239,78
MANERBIO,2.101470588235294,2.0,33,2720,687,286,118
MANOPPELLO,1.0379815518176885,1.0,32,1843,183,85,33
MANTOVA,2.5179439685112293,1.0,60,4319,1109,662,272
MANZANO,1.785909090909091,1.0,47,2200,292,147,46
MARANO,3.4461009174311927,3.0,36,2616,909,307,68
MARATEA,5.1074087203119465,1.0,50,2821,972,702,330
MARCARIA,6.362652232746956,4.0,27,2217,1169,837,343
MARCELLINA VERBICARO ORSOMARSO,3.2077331311599697,1.0,21,1319,364,227,94
MARCONI,15.2,8.0,5,5,3,3,2
MARIANO COMENSE,0.0035671819262782403,0.0,50,3364,0,0,0
MARINA DI CERVETERI,4.0,2.0,3,3,1,1,0
MARINELLA,1.113375796178344,1.0,12,785,51,8,2
MARINO,0.16556751128080527,-1.0,43,2881,494,81,15
MARMORE,2.7434343434343433,2.0,35,1980,561,262,67
MAROTTA MONDOLFO,3.2120104438642296,2.0,55,3830,1199,774,227
MARZABOTTO,2.206896551724138,2.0,56,3973,767,230,55
MARZOCCA,9.555555555555555,7.0,6,9,9,7,2
MASSAFISCAGLIA,1.6540041067761806,1.0,18,974,102,37,17
MASSALOMBARDA,4.456666666666667,3.0,4,300,137,79,36
MASSAROSA BOZZANO,1.9930114358322744,2.0,30,1574,294,94,16
MATELICA,2.936731107205624,2.0,37,1707,566,267,58
MAZARA DEL VALLO,0.9820696721311475,0.0,31,1952,298,178,82
MEDE,4.995796111403048,4.0,28,1903,1085,598,106
MEDESANO,4.908536585365853,3.0,3,164,65,42,16
MELEGNANO,2.348267117497887,1.0,101,3549,781,418,92
MEOLO,13.0,8.0,21,29,27,25,13
MERCATELLO,0.20935064935064934,0.0,67,1925,28,8,4
MERCENASCO,3.826044703595724,3.0,34,2058,790,379,100
MESAGNE,2.993431855500821,2.0,17,1218,271,155,69
MEZZANI RONDANI,5.569696969696969,4.0,29,2310,1286,867,244
MEZZOCORONA,4.5038606867093804,3.0,111,6087,2759,1643,433
MI P.GAR.SOTT.,4.472159368206221,3.0,384,22539,10082,5542,1654
MILANO BOVISA,0.0019203218825250708,0.0,524,32807,0,0,0
MILANO BOVISA FNM,1.522120326514159,1.0,171,9923,1932,926,246
MILANO BRUZZANO,1.5023102310231022,1.0,28,1515,213,85,20
MILANO CERTOSA,3.298972800925926,2.0,246,13824,4673,2412,619
MILANO DATEO,4.208826790862719,3.0,385,22545,9608,5523,1703
MILANO FORLANINI,3.744954766875435,2.0,194,11496,3946,2424,799
MILANO LANCETTI,2.4579696016306998,1.0,385,22567,5977,3384,1034
MILANO PORTA GARIBALDI,2.294645131706323,1.0,290,19627,5204,2935,1072
MILANO PORTA ROMANA,20.5,17.0,13,16,13,13,13
MILANO REPUBBLICA,4.294663058426867,3.0,385,22541,9621,5403,1656
MILANO TIBALDI,17.333333333333332,25.0,2,3,2,2,2
MILAZZO,2.1181569343065694,1.0,74,4384,833,473,200
MILITELLO,1.7517985611510791,0.0,8,278,52,29,18
MINTURNO,2.9487558511948757,1.0,80,4059,1178,857,405
MIRANDOLA,4.055380989787903,2.0,87,5092,1787,1157,356
MOGLIANO VENETO,1.2012656797378234,0.0,146,8849,1105,547,187
MOIANA,2.5272564789991065,2.0,15,1119,214,95,17
MOLINA CASTEL VECCHIO SUBAQUEO,2.2492668621700878,2.0,35,1705,461,202,19
MOLINO DEL PALLONE,2.111442786069652,2.0,12,1005,146,32,8
MOMBALDONE ROCCAVERANO,4.222300635144672,4.0,23,1417,739,389,57
MOMO,1.995345228859581,1.0,20,1289,281,118,37
MONASTERACE STILO,4.462657613967022,3.0,33,2062,950,608,189
MONCALIERI,1.4864540637808656,1.0,152,10003,1486,542,109
MONOPOLI,2.7675020430400434,1.0,147,7342,1685,951,383
MONSAMPOLO DEL T,5.5,5.0,2,2,2,1,0
MONSELICE,0.7832090144421521,0.0,96,6301,968,555,225
MONTALTO DI CASTRO,1.013478486262312,-1.0,29,1929,318,180,72
MONTECAROTTO CASTELBELLINO,0.0,0.0,1,1,0,0,0
MONTECATINI TERME,2.779958913490071,2.0,98,4381,1447,856,264
MONTEFIASCONE,1.9514802631578947,1.0,18,1216,226,112,37
MONTEGROSSO,0.9861111111111112,0.0,16,936,67,34,15
MONTELLO GORLAGO,2.6863287250384023,2.0,42,3255,924,421,98
MONTEPAONE - MONTAURO,1.7828418230563003,1.0,6,373,89,40,8
MONTEPRANDONE,6.5,6.0,2,2,2,2,0
MONTEREALE VALCELLINA,-1.069090909090909,-1.0,24,1100,10,5,5
MONTERONI D`ARBIA,0.03619381202568593,0.0,36,1713,138,63,17
MONTEROSSO,2.960969938548414,1.0,119,6021,1670,1050,350
MONTEROTONDO,0.18100224382946897,0.0,160,9359,385,185,68
MONTEVARCHI TERRANUOVA,2.906463772162502,2.0,111,7163,2125,1212,387
MONTORSOLI,3.6666666666666665,1.0,2,3,1,1,0
MONZONE-M.DEI BANCHI-ISOLANO,3.2600349040139616,2.0,28,1719,522,225,33
MONZUNO,1.775667846797554,1.0,52,3107,500,227,70
MORBEGNO,5.235205992509363,3.0,72,4005,1905,1172,434
MORENGO BARIANO,18.833333333333332,11.0,11,18,17,15,10
MORREA-CASTRONOVO-RENDINARA,5.25,0.0,7,8,1,1,1
MORROVALLE MONTE S.GIUSTO,2.4856361149110806,2.0,47,2193,513,232,67
MOZIA-BIRGI,1.8867623604465709,1.0,30,1881,352,174,60
MOZZECANE,2.5505671077504726,2.0,30,2116,561,262,93
MUSSOTTO,0.8241758241758241,0.0,34,2366,141,79,31
NAPOLI CAMPI FLEGREI,-0.8339341504446046,-1.0,206,16644,934,512,227
NAPOLI CENTRALE,2.4740102343118773,1.0,244,14852,4310,2945,1614
NAPOLI GIANTURCO,-0.8263797634691196,-2.0,240,18264,1609,891,293
NEPEZZANO-PIANO D'ACCIO,5.084885231702035,5.0,34,2309,2256,549,33
NICORVO,4.395881006864989,3.0,22,1748,856,322,66
NICOTERA,2.9281098546042004,2.0,26,1238,310,145,54
NIZZA MONFERRATO,0.9833506763787722,0.0,16,961,69,35,15
NOALE SCORZE`,0.8812313803376366,1.0,70,5035,596,219,77
NOCERA INFERIORE,2.8463981280294166,2.0,87,5983,1597,662,212
NOCERA INFERIORE MERCATO,3.2,3.0,3,5,2,1,0
NOCERA SUPERIORE,2.543793834610993,2.0,84,6131,1342,602,190
NOLA,5.004300047778309,4.0,33,2093,1094,597,183
NONE,4.365335598980459,4.0,46,3531,2000,1187,102
NOTARESCO,4.206293706293707,2.0,13,858,415,406,35
NOVARA,1.8438128312922684,1.0,190,10942,2411,1188,434
NOVARA MONTALBANO FURNARI,2.2194674012855833,2.0,16,1089,239,93,16
NOVATE-MEZZOLA,0.944778362133734,0.0,36,2662,227,114,45
NOVI LIGURE,1.222489476849068,0.0,44,3326,491,276,99
NOZZANO,5.117694805194805,4.0,21,1232,668,480,112
NUS,2.737464068987544,2.0,82,3131,801,362,105
OLBIA,0.5014084507042254,-1.0,21,1065,90,55,28
OLBIA TERRANOVA,1.565025716385011,0.0,30,1361,250,112,40
OLGIATE-CALCO-BRIVIO,2.9205721814417465,1.0,70,5313,1227,723,261
OMEGNA CRUSINALLO,3.0873493975903616,2.0,16,996,244,141,30
ORA,8.376344086021506,8.0,45,93,82,65,26
ORBETELLO,2.6835806606031594,1.0,33,2089,510,326,123
ORDONA,3.0432835820895523,2.0,9,670,204,127,38
ORICOLA-PERETO,2.38,1.0,15,1000,164,79,35
ORIO LITTA,4.832420591456736,4.0,22,1826,943,542,121
ORTE,2.751099937146449,1.0,139,7955,2126,1360,634
OSNAGO,3.055063171789553,1.0,69,5303,1358,786,253
OSPEDALETTO LODIGIANO,2.622744669218152,1.0,22,1829,591,341,85
OSPITALE DI CADORE,2.0,2.0,1,1,0,0,0
OSTERIA NUOVA,3.060427702570139,2.0,87,5097,1339,833,306
OSTIA PARMENSE,2.963692038495188,2.0,31,2286,746,485,133
OULX CESANA CLAVIERE SESTRIERE,1.4688328912466844,1.0,71,3016,379,222,84
OZIERI CHILIVANI,0.23361522198731502,-1.0,42,1892,213,121,59
OZZANO TARO,4.298338062423997,3.0,54,2467,1047,601,155
"P.M. KM. 5,420",20.571428571428573,15.0,7,14,12,11,9
P.M.TEATINO,0.4,1.0,3,5,0,0,0
P.M.TORRICCHIO,2.0,2.0,1,1,0,0,0
PABILLONIS,12.666666666666666,15.0,2,3,3,3,2
PACE DEL MELA,1.8078836586299274,1.0,40,2613,486,223,40
PACECO,0.8004032258064516,0.0,10,496,31,20,15
PADERNO ROBBIATE,6.118370934661588,5.0,40,3413,2333,1558,396
PADIGLIONE,0.6251105216622458,0.0,59,3393,431,193,76
PADOVA CAMPO MARTE,92.0,92.0,1,1,1,1,1
PAESE,9.833333333333334,3.0,6,6,3,3,2
PAESE CASTAGNOLE,3.023406374501992,2.0,55,2008,459,121,25
PALAGIANELLO,0.6637469586374696,0.0,31,2055,153,77,32
PALAZZO REALE-ORLEANS,-0.3210500570683189,-1.0,116,6133,143,56,25
PALERMO BRANCACCIO,0.5907072087461565,0.0,50,2927,162,61,9
PALERMO CENTRALE,-0.7138716901593993,-1.0,140,7591,446,235,145
PALLANZENO,2.9076305220883536,2.0,16,996,232,109,31
PAOLA,2.1267720384552713,-1.0,110,6137,1127,842,490
PARABIAGO,4.9129680998613035,4.0,91,5768,3172,1710,390
PARMA,3.286143221738478,1.0,209,13322,4046,2678,1222
PARONA LOMELLINA,2.974451541238545,2.0,55,3601,1163,664,197
PASTENA,1.8102277267279265,2.0,70,2503,173,42,7
PATTI-SAN PIERO PATTI,2.056398583712696,1.0,67,3954,808,483,220
PAULILATINO,-0.7570093457943925,-1.0,10,428,25,19,12
PAVIA PORTA GARIBALDI,4.823882224645583,3.0,22,1834,850,426,107
PEDASO,3.0876712328767124,2.0,56,2920,915,550,152
PEDEROBBA CAVASO POSSAGNO,3.2268445839874413,2.0,27,1274,464,216,29
PERGINE,1.4311424100156493,1.0,17,1278,248,96,14
PERUGIA,2.072618254497002,1.0,48,3002,831,441,142
PERUGIA UNIVERSITA',0.0,0.0,1,1,0,0,0
PESCARA PORTA NUOVA,0.9984795829713293,0.0,72,4604,625,305,72
PESCARA S. MARCO,-0.4340159271899886,0.0,29,1758,845,275,31
PESCHIERA DEL GARDA,4.197292454708341,3.0,76,5023,2011,1247,460
PESCIA,2.811778029445074,2.0,124,4415,1545,930,256
PETROSINO STRASATTI,1.7100409836065573,1.0,31,1952,354,191,86
PIACENZA,2.7857219769570367,1.0,154,9287,2673,1825,899
PIAN DI VENOLA,3.050718264438581,2.0,47,3411,1012,330,57
PIANA BELLA MONTELIBRETTI,1.7512771029628789,1.0,152,8809,636,272,67
PIANO ORIZZONTALE DEI GIOVI,6.0,7.0,10,11,6,6,3
PIAZZA AMEDEO,-1.127762872109365,-2.0,232,7827,428,272,121
PIAZZA CAVOUR,-0.5759924829692271,-2.0,137,4257,406,236,96
PICANELLO,27.5,25.0,4,6,5,5,5
PIEDIMULERA,2.8840846366145354,1.0,17,1087,237,112,35
PIETRA LIGURE,3.8667803214807597,2.0,73,4106,1626,979,276
PIETRABISSARA,4.0,-2.0,2,2,1,1,0
PIETRASANTA,3.633306645316253,2.0,85,4996,1818,1047,296
PIEVE ALBIGNOLA,5.851130983692793,5.0,28,1901,1301,677,140
PIEVE VERGONTE,0.8141923436041083,-1.0,17,1071,164,81,25
PILZONE,0.003131524008350731,0.0,22,958,0,0,0
PINAROLO PO,4.640939597315437,3.0,26,2086,917,579,180
PINEROLO,0.6043083900226758,-1.0,23,1764,406,198,33
PINETO ATRI,2.294736842105263,1.0,75,4465,1129,570,143
PIOMBINO,0.17898193760262726,0.0,20,609,125,33,12
PIOMBINO BINARI MARE,0.4881516587677725,0.0,10,422,23,9,4
PIRAINETO,1.2494969818913482,1.0,78,3479,178,81,45
PISA CENTRALE,1.7421652421652423,1.0,279,16848,3840,2113,762
PISA SAN ROSSORE,2.7279257707273272,2.0,171,10023,2746,1422,347
PISCINA DI PINEROLO,2.4430882770366167,1.0,46,3523,1223,779,241
PISCIOTTA PALINURO,4.571717171717172,1.0,52,2970,973,653,314
PISTICCI,2.8877952755905514,2.0,6,508,153,88,37
PLOAGHE,2.080691642651297,2.0,31,1388,313,107,40
PM CAGIONI,2.0,1.0,1,2,0,0,0
POCAPAGLIA,1.0098126672613739,0.0,15,1121,88,53,17
POGGIBONSI,2.3957986688851913,2.0,70,4808,1652,809,127
POGGIO - CAREGGINE - VAGLI,3.4262717321313585,3.0,26,1553,549,264,34
POGGIO FIDONI,8.559228650137742,8.0,6,363,357,326,52
POGGIO IMPERIALE,17.0,17.0,1,1,1,1,1
POGGIO RENATICO,3.6079770032339202,2.0,44,2783,1032,574,197
POGGIRIDENTI-TRESIVIO-PIATEDA,2.4019607843137254,1.0,6,408,76,40,10
POLICORO TURSI,8.342939481268012,6.0,4,347,238,196,81
POLLINA,0.44304682040531096,-1.0,23,1431,164,107,69
POMEZIA - S.PALOMBA,2.330441640378549,1.0,98,5072,1158,566,166
PONTASSIEVE,3.095042910208787,2.0,131,7807,2693,1388,307
PONTE A MORIANO,3.9757834757834756,3.0,34,2106,908,455,92
PONTE A TRESSA,2.116154873164219,1.0,15,749,92,35,11
PONTE DI NONA,0.44614393817420706,-1.0,95,6211,731,340,105
PONTE D`ADDA,5.624543795620438,3.0,30,2192,1088,712,277
PONTE GARDENA,2.5257199113955204,1.0,56,4063,1046,656,270
PONTE NELLE ALPI POLPET,0.3714470284237726,0.0,58,3096,160,76,33
PONTE S.PIETRO,4.35098801425332,3.0,75,6174,2605,1533,366
PONTECAGNANO,3.39101192295934,2.0,52,3271,1015,606,233
PONTEDERA CASCIANA TERME,2.0247681396617567,1.0,149,9165,2089,1081,290
PONTETTO,10.0,10.0,1,1,1,1,0
PONTI,3.9379407616361073,3.0,23,1418,666,325,48
PONTREMOLI,2.0646067415730336,1.0,50,3204,833,511,155
POPOLI VITTORITO,0.054765886287625416,0.0,41,2392,136,69,28
POPULONIA,1.4846153846153847,1.0,13,130,11,9,4
PORRETTA  TERME,1.7703180212014133,1.0,30,2264,432,150,38
PORTO DI VASTO,2.1462264150943398,1.0,23,1696,328,176,55
PORTO D`ASCOLI,3.3216695826043487,2.0,79,4001,1204,613,182
PORTO TORRES,0.6887816646562123,0.0,14,829,74,31,14
PORTO TORRES MARITTIMA,1.0481927710843373,0.0,7,415,39,23,10
PORTO VALTRAVAGLIA,3.5364067212408443,2.0,34,2321,862,462,103
PORTOGRUARO CAORLE,1.6581377744133232,1.0,94,6605,959,432,172
POSTO COMUNICAZIONE DOLCE`,4.893887945670628,4.0,34,2356,1184,826,320
POSTO MOVIMENTO TIERA,11.0,11.0,1,1,1,1,1
POSTO MOVIMENTO TRECCA,45.0,54.0,3,3,3,3,3
POVO,2.357647058823529,2.0,17,1275,366,165,23
PRACCHIA,0.8336633663366336,1.0,12,1010,63,17,11
PRASCO CREMOLINO,2.702188940092166,2.0,23,1736,376,203,70
PRATIGNONE,20.0,13.0,3,3,3,3,3
PRATO CENTRALE,0.7700199982610207,-1.0,196,11501,1465,915,424
PREGANZIOL,11.4375,9.0,15,16,14,11,8
PREGNANA MILANESE,7.754716981132075,7.0,57,106,91,72,18
PREMOSELLO CHIOVENDA,2.171396140749149,1.0,54,2643,527,335,138
PRIOLO MELILLI,1.797,1.0,24,1000,156,94,44
PRIVERNO FOSSANOVA,1.7321428571428572,0.0,86,4200,883,572,223
Potenza Univ.,2.945291479820628,2.0,15,1115,213,101,28
QUARTO DI MARANO,0.7619047619047619,1.0,32,798,42,24,10
QUERCIANELLA,2.871903004744333,2.0,38,1897,553,305,106
R.C.AEROPORTO,18.5,12.0,2,2,2,2,2
RACALMUTO,0.2647058823529412,0.0,9,544,50,24,10
RADDUSA AGIRA,5.75,-5.0,3,4,2,2,2
RAGUSA,1.7345559845559846,0.0,18,1036,246,164,64
RAIANO,1.8668621700879766,1.0,35,1705,303,107,15
RAPALLO,8.380952380952381,7.0,69,147,106,85,46
RECCO,2.0179895849771183,1.0,122,6337,1558,1003,363
REGGIO DI CALABRIA ARCHI,3.0,3.0,1,1,0,0,0
REGGIO DI CALABRIA CATONA,8.5,2.0,2,2,1,1,1
REGGIO DI CALABRIA GALLICO,0.17855968431437028,0.0,45,3041,113,54,16
REGGIO DI CALABRIA OMECA,3.272727272727273,1.0,8,11,2,2,1
REGGIO S.CROCE,1.6950596252129473,1.0,26,1174,208,107,30
REMEDELLO SOPRA,6.895275207014126,5.0,25,2053,1359,960,312
RENATE-VEDUGGIO,3.322749590834697,2.0,38,3055,1072,509,79
RHO,3.49059345983044,3.0,211,12385,4596,2437,565
RICADI,2.9095315024232633,1.0,26,1238,324,168,60
RIGOMAGNO,5.0,5.0,1,1,1,0,0
RIMINI,1.5952917093142271,-1.0,167,9770,2282,1738,1027
RIMINI MIRAMARE,2.0,2.0,1,1,0,0,0
RIMINIFIERA,5.603125,3.0,55,640,283,181,83
RIOLA,1.823917407513622,1.0,48,3487,572,219,39
RIPAFRATTA,2.630481156672197,2.0,74,4219,1011,484,110
RISANO,6.666666666666667,4.0,1,3,2,1,1
ROBBIO,3.3371169125993188,3.0,22,1762,658,218,68
ROCCA DI CORNO,0.7018150388936906,0.0,18,1157,185,85,18
ROCCA DI FONDI,1.6635773864689527,1.0,19,1079,167,72,27
ROCCA RAVINDOLA,1.4159132007233273,0.0,12,553,103,58,25
ROCCAPALUMBA-ALIA,1.4435742257030972,0.0,46,2809,645,357,131
ROCCAVIONE,2.130325814536341,1.0,36,1596,188,67,22
ROCCAVIVI,5.5,0.0,7,8,1,1,1
ROCCHETTA CAIRO,2.821579689703808,2.0,23,1418,202,77,39
ROCCHETTA S.ANT.LAC.,0.9078651685393259,1.0,7,445,117,70,17
ROLO NOVI FABBRICO,2.1826018808777428,1.0,32,2552,501,294,133
ROMA BALDUINA,1.8796417649628658,1.0,153,9156,1393,496,109
ROMA NOMENTANA L.L.,1.1037697608431294,1.0,167,9868,1023,486,143
ROMANORE,2.646643109540636,1.0,32,2547,612,341,151
RONCEGNO BAGNI-MARTER,2.7059748427672954,2.0,17,1272,410,146,20
RONCO SCR.,1.8185687263556116,1.0,87,6344,1365,857,297
RONTA,3.5685534591194967,3.0,23,1590,630,356,85
ROSETO DEGLI ABRUZZI,2.712586941889163,2.0,72,4457,1323,739,158
ROSOLINI,1.6198704103671706,0.0,17,926,181,122,64
ROSSANO,6.555986696230598,5.0,25,1804,1136,801,290
ROSSANO VENETO,0.3333333333333333,0.0,3,3,0,0,0
ROTTOFRENO,12.125,9.0,10,16,15,14,7
ROVELLASCA - MANERA,0.0013259668508287293,0.0,61,4525,0,0,0
ROVERETO - S.V. - MEDELANA,1.1004098360655739,0.0,18,976,96,40,18
RUBIERA,3.3824162311712267,2.0,47,3253,991,621,213
RUDALZA,1.3371356147021547,1.0,12,789,12,8,2
S. DAMIANO D`ASTI,0.6931862938164631,0.0,31,2539,296,131,19
S. GIULIANO PIACENTINO,3.796577946768061,3.0,17,1052,383,167,49
S. PAOLO SOLBRITO,1.858486867894943,1.0,31,2551,404,198,25
S. STEFANO DI MAGRA,2.319745591211333,1.0,55,3459,820,421,154
S. VINCENZO,2.2912477823772917,1.0,62,3382,825,498,171
S.ANTIMO S.ARPINO,8.428571428571429,7.0,11,14,12,8,5
S.ANTONIO MANTOVANO,2.3333333333333335,1.0,30,2112,458,231,87
S.BERNARDINO,2.0,2.0,1,1,0,0,0
S.CANDIDO,2.021276595744681,1.0,6,329,24,11,6
S.CROCE DEL LAGO,2.2875536480686693,2.0,24,1398,289,108,26
S.DEMETRIO DE` VESTINI,1.7713950762016413,2.0,35,1706,333,87,17
S.DONATO MILANESE,5.666666666666667,6.0,3,3,2,2,0
S.ELLERO,5.869747899159663,5.0,60,238,164,110,22
S.FELICE SP,2.8086359175662414,1.0,87,5095,1411,896,295
S.FREDIANO A SETTIMO,9.628571428571428,8.0,20,35,27,23,13
S.GIOVANNI VALDARNO,3.315715562364356,2.0,121,7833,2526,1438,432
S.GIULETTA,13.8,11.0,3,5,5,4,3
S.LAZZARO DI SAVENA,4.773558758314856,3.0,62,3608,1750,1003,297
S.LORENZO,0.8244274809160306,1.0,10,655,28,12,3
S.LUCIDO MARINA,1.176991150442478,1.0,4,339,32,18,12
S.MARCO ROGGIANO,-0.6076066790352505,-1.0,14,1078,68,38,16
S.MARTINO BUON ALBERGO,10.0,5.0,2,2,2,1,1
S.MINIATO FUCECCHIO,9.104477611940299,6.0,37,67,51,39,18
S.NICOLO',4.370174510840825,2.0,26,1891,751,471,169
S.PAOLO,4.0,4.0,1,1,1,0,0
S.PATRIZIO,5.741610738255034,5.0,4,298,173,122,40
S.PIERO A SIEVE,1.903018625561978,1.0,47,3114,534,312,81
S.PIETRO IN CASALE,1.9390538674033149,1.0,81,5792,1209,739,281
S.PIETRO IN GU`,2.2231638418079096,2.0,34,2124,308,102,36
S.SEVERINO MARCHE,3.2871345029239767,3.0,37,1710,689,339,67
S.VINCENZO V.R.,4.090909090909091,0.0,9,11,1,1,1
S.VITTORIA,0.8658682634730539,0.0,36,2505,159,89,33
SAIRANO,5.9042669584245075,5.0,27,1828,1270,662,136
SAIRANO ZINASCO,5.870594423987375,5.0,28,1901,1301,677,140
SALA AL BARRO-GALBIATE,3.8271481109996657,3.0,37,2991,1112,533,143
SALBERTRAND,1.9203173508106244,1.0,67,2899,387,195,74
SALE MARASINO,0.004549590536851683,0.0,27,1099,0,0,0
SALEMI GIBELLINA,3.1573146292585172,2.0,18,998,241,140,66
SALERNO,1.5477697944084798,-1.0,256,14057,3053,2128,1247
SALONE,0.7789522058823529,0.0,37,2176,254,127,29
SALORNO,10.0,9.0,22,47,46,41,17
SALZANO ROBEGANO,21.0,27.0,3,3,2,2,2
SAMASSI SERRENTI,0.5048885412592883,-1.0,56,2557,217,129,54
SAN BENEDETTO PO,2.6794380587484037,1.0,14,783,155,97,54
SAN GIORGIO,2.465909090909091,1.0,26,1672,336,196,46
SAN MOMME`,1.8094768015794669,2.0,12,1013,92,19,12
SAN PAOLO,-0.22063037249283668,-1.0,14,1047,63,32,13
SANNAZZARO,4.4358302776322684,3.0,28,1909,928,444,100
SANREMO,9.741573033707866,8.0,39,89,72,63,32
SANTA MARINELLA,1.3361847733105219,1.0,86,5845,753,382,113
SANTE MARIE,1.1931818181818181,1.0,1,88,3,3,0
SANTOPADRE,2.0833333333333335,1.0,8,12,3,2,0
SANTUARIO,1.0804597701149425,1.0,10,522,27,15,7
SAPRI,4.372358936117325,1.0,72,4023,1284,901,502
SARMATO,13.272727272727273,10.0,9,22,22,19,11
SARTIRANA,2.11558854718982,1.0,34,1886,433,237,65
